exports,schooling,growth,concentration,lnpop,fractionalization,dominance,civil.war
0.189999997615814,10,-1.682000041008,0.916000008583069,16.2939796447754,132,YES,NO
0.193000003695488,16,2.84299993515015,0.916000008583069,16.4362602233887,132,YES,NO
0.268999993801117,26,4.98600006103516,0.916000008583069,16.5892200469971,132,YES,NO
0.368000000715256,40,3.26099991798401,0.916000008583069,16.7423801422119,132,YES,NO
0.170000001788139,59,1.60199999809265,0.916000008583069,16.9010391235352,132,YES,NO
0.179000005125999,67,-1.4650000333786,0.916000008583069,17.0347900390625,132,YES,YES
0.217999994754791,66,-1.52600002288818,0.912999987602234,17.1515998840332,132,YES,YES
0.202000007033348,6,2.63299989700317,0.648000001907349,15.4603204727173,4446,NO,YES
0.202000007033348,9,1.85099995136261,0.648000001907349,15.5361299514771,4446,NO,YES
0.360000014305115,10,-9.32100009918213,0.648000001907349,15.6275596618652,4134,NO,YES
0.48199999332428,21,-1.59399998188019,0.648000001907349,15.7641296386719,3822,NO,YES
0.479000002145767,14,1.03900003433228,0.648000001907349,15.8953304290771,3822,NO,YES
0.476000010967255,12,-2.35599994659424,0.648000001907349,16.0378608703613,3822,NO,YES
0.0480000004172325,26,2.34899997711182,0.857999980449677,16.9193305969238,434,YES,NO
0.0500000007450581,42,2.32599997520447,0.857999980449677,16.991979598999,434,YES,NO
0.0419999994337559,5,1.4210000038147,0.857999980449677,17.0754909515381,465,YES,NO
0.0799999982118607,52,1.44700002670288,0.857999980449677,17.1517791748047,496,YES,NO
0.0740000009536743,66,-4.01000022888184,0.857999980449677,17.2268199920654,496,YES,NO
0.061999998986721,66,-2.46799993515015,0.857999980449677,17.2975807189941,496,YES,NO
0.104999996721745,63,2.51099991798401,0.971000015735626,16.2480697631836,1716,YES,NO
0.0920000001788139,84,3.96199989318848,0.971000015735626,16.3418006896973,1716,YES,NO
0.0939999967813492,87,1.35000002384186,0.971000015735626,16.4468994140625,1848,YES,NO
0.0979999974370003,70,1.68700003623962,0.971000015735626,16.5028095245361,2013,YES,NO
0.105999998748302,79,1.62999999523163,0.971000015735626,16.5728607177734,2013,YES,NO
0.0769999995827675,80,1.23099994659424,0.971000015735626,16.6525497436523,2013,YES,NO
0.0890000015497208,147,2.01900005340576,0.971000015735626,16.709379196167,2013,YES,NO
0.0419999994337559,52,3.55699992179871,0.46399998664856,15.7972002029419,252,NO,NO
0.0390000008046627,71,4.0149998664856,0.46399998664856,15.8205003738403,252,NO,NO
0.028999999165535,73,3.47699999809265,0.46399998664856,15.8378496170044,252,NO,NO
0.0390000008046627,103,3.24300003051758,0.46399998664856,15.837459564209,252,NO,NO
0.0379999987781048,103,1.14999997615814,0.46399998664856,15.8377199172974,252,NO,NO
0.0320000015199184,107,2.62899994850159,0.46399998664856,15.8600597381592,252,NO,NO
0.0270000007003546,107,0.990000009536743,0.46399998664856,15.9008102416992,252,NO,NO
0.256999999284744,82,1.85500001907349,0.836000025272369,12.3544902801514,1034,YES,NO
0.114000000059605,94,-0.888999998569489,0.836000025272369,12.4521503448486,1034,YES,NO
0.112999998033047,88,-2.01999998092651,0.836000025272369,12.5353803634644,1034,YES,NO
0.00800000037997961,40,-5.81599998474121,0.337000012397766,18.1538696289062,1792,YES,NO
0.0179999992251396,26,2.51099991798401,0.337000012397766,18.2779598236084,1664,YES,NO
0.0209999997168779,26,2.27999997138977,0.337000012397766,18.4007606506348,1664,YES,NO
0.0179999992251396,28,2.67499995231628,0.337000012397766,18.5193290710449,1664,YES,NO
0.0900000035762787,77,4.11100006103516,0.499000012874603,16.0613098144531,825,YES,NO
0.104000002145767,82,4.21199989318848,0.499000012874603,16.0812206268311,825,YES,NO
0.0970000028610229,84,2.90400004386902,0.499000012874603,16.0973796844482,935,YES,NO
0.133000001311302,90,2.8510000705719,0.499000012874603,16.1026802062988,1045,YES,NO
0.148000001907349,101,0.314000010490417,0.499000012874603,16.1037902832031,1045,YES,NO
0.108000002801418,103,3.18300008773804,0.499000012874603,16.1148300170898,1045,YES,NO
0.104000002145767,140,0.822000026702881,0.493000000715256,16.1316795349121,1045,YES,NO
0.231000006198883,39,-8.88199996948242,0.35699999332428,12.0212497711182,2695,YES,NO
0.224999994039536,38,6.29199981689453,0.35699999332428,12.1510896682739,2695,YES,NO
0.212999999523163,47,4.16499996185303,0.333000004291534,12.2862701416016,2695,YES,NO
0.0439999997615814,5,1.5900000333786,0.709999978542328,14.6622400283813,3100,YES,NO
0.0879999995231628,6,-1.26499998569489,0.709999978542328,14.7927103042603,3100,YES,NO
0.0439999997615814,13,-1.21700000762939,0.709999978542328,14.9237403869629,3162,YES,NO
0.0320000015199184,24,1.14499998092651,0.709999978542328,15.0579299926758,3162,YES,NO
0.100000001490116,26,-0.108000002801418,0.709999978542328,15.2124996185303,3162,YES,NO
0.0329999998211861,17,-3.71900010108948,0.709999978542328,15.3709096908569,3162,YES,NO
0.17399999499321,21,3.18199992179871,0.783999979496002,15.1367301940918,952,NO,NO
0.214000001549721,28,4.20599985122681,0.783999979496002,15.2534503936768,952,NO,NO
0.296000003814697,34,1.99199998378754,0.783999979496002,15.3755502700806,1020,NO,NO
0.326999992132187,42,1.61199998855591,0.783999979496002,15.4935398101807,1020,NO,NO
0.194999992847443,40,-1.12600004673004,0.783999979496002,15.6984796524048,1020,NO,NO
0.181999996304512,9,7.20699977874756,0.704999983310699,13.3430995941162,2500,YES,NO
0.28999999165535,16,9.67500019073486,0.704999983310699,13.5346097946167,2601,YES,NO
0.196999996900558,17,7.47499990463257,0.704999983310699,13.7118101119995,2703,YES,NO
0.142000004649162,27,3.72399997711182,0.704999983310699,13.8878297805786,2703,YES,NO
0.0869999974966049,40,-1.39100003242493,0.704999983310699,14.0600204467773,2703,YES,NO
0.0670000016689301,16,0.952000021934509,0.842000007629395,18.2497997283936,144,NO,NO
0.0560000017285347,25,5.26100015640259,0.842000007629395,18.3782596588135,144,NO,NO
0.0509999990463257,24,7.29300022125244,0.842000007629395,18.4979400634766,160,NO,NO
0.0529999993741512,31,4.10200023651123,0.842000007629395,18.6136608123779,176,NO,NO
0.063000001013279,35,-1.37600004673004,0.842000007629395,18.7227096557617,176,NO,NO
0.0309999994933605,38,0.123999997973442,0.842000007629395,18.8127403259277,176,NO,NO
0.0299999993294477,45,0.368000000715256,0.836000025272369,18.8858108520508,176,NO,NO
0.116999998688698,101,3.90700006484985,0.190999999642372,16.006160736084,1196,YES,NO
0.108000002801418,74,5.24100017547607,0.190999999642372,15.980899810791,1196,YES,NO
0.19200000166893,78,-2.51900005340576,0.187999993562698,15.9437398910522,1196,YES,NO
0.0410000011324883,2,-4.01800012588501,0.435999989509583,15.4453401565552,3944,YES,NO
0.0500000007450581,2,0.0540000014007092,0.435999989509583,15.544150352478,3944,YES,NO
0.0560000017285347,3,2.12899994850159,0.435999989509583,15.6403799057007,4080,YES,NO
0.0540000014007092,4,1.87999999523163,0.435999989509583,15.7559795379639,4216,YES,NO
0.0500000007450581,6,1.59700000286102,0.435999989509583,15.8799695968628,4216,YES,NO
0.0520000010728836,9,0.635999977588654,0.435999989509583,16.0145092010498,4216,YES,NO
0.0430000014603138,11,-0.83899998664856,0.435999989509583,16.1550998687744,4216,YES,NO
0.0780000016093254,2,-9.9060001373291,0.30799999833107,14.982720375061,240,NO,NO
0.0979999974370003,3,-2.68499994277954,0.30799999833107,15.0722703933716,240,NO,YES
